"","PERSON_ID","DISPLAY_LAST_COMMA_FIRST","DISPLAY_FIRST_LAST","ROSTERSTATUS","FROM_YEAR","TO_YEAR","PLAYERCODE","PLAYER_SLUG","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","TEAM_CODE","TEAM_SLUG","GAMES_PLAYED_FLAG","OTHERLEAGUE_EXPERIENCE_CH"
"3266","77767","O'Neill, Mike","Mike O'Neill","0","1952","1952","HISTADD_mike_o'neill","mike_oneill","0","","","","",NA,"Y","00"
"3267","203124","O'Quinn, Kyle","Kyle O'Quinn","0","2012","2019","kyle_o'quinn","kyle_oquinn","0","","","","",NA,"Y","00"
"3268","77773","O'Shea, Kevin","Kevin O'Shea","0","1950","1952","HISTADD_kevin_o'shea","kevin_oshea","0","","","","",NA,"Y","00"
"3269","77774","O'Shields, Garland","Garland O'Shields","0","1946","1946","HISTADD_mule_o'shields","garland_oshields","0","","","","",NA,"Y","00"
"3270","77776","O'Sullivan, Dan","Dan O'Sullivan","0","1990","1995","HISTADD_dan_osullivan","dan_osullivan","0","","","","",NA,"Y","00"
"3271","891","Oakley, Charles","Charles Oakley","0","1985","2003","charles_oakley","charles_oakley","0","","","","",NA,"Y","00"
"3272","1641893","Obanor, Kevin","Kevin Obanor","0","2023","2023","kevin_obanor","kevin_obanor","0","","","","",NA,"N","00"
"3273","101177","Oberto, Fabricio","Fabricio Oberto","0","2005","2010","fabricio_oberto","fabricio_oberto","0","","","","",NA,"Y","00"
"3274","1629697","Obiesie, Joshua","Joshua Obiesie","0","2023","2023","joshua_obiesie","joshua_obiesie","0","","","","",NA,"N","00"
"3275","1627849","Ochefu, Daniel","Daniel Ochefu","0","2016","2016","daniel_ochefu","daniel_ochefu","0","","","","",NA,"Y","01"
"3276","201141","Oden, Greg","Greg Oden","0","2007","2013","greg_oden","greg_oden","0","","","","",NA,"Y","00"
"3277","1885","Odom, Lamar","Lamar Odom","0","1999","2013","lamar_odom","lamar_odom","0","","","","",NA,"Y","00"
"3278","77747","Ogden, Carlos","Carlos Ogden","0","1969","1970","HISTADD_bud_ogden","carlos_ogden","0","","","","",NA,"Y","00"
"3279","77748","Ogden, Ralph","Ralph Ogden","0","1970","1970","HISTADD_ralph_ogden","ralph_ogden","0","","","","",NA,"Y","00"
"3280","1628","Ogg, Alan","Alan Ogg","0","1990","1992","alan_ogg","alan_ogg","0","","","","",NA,"Y","00"
"3281","77751","Ohl, Don","Don Ohl","0","1960","1969","HISTADD_don_ohl","don_ohl","0","","","","",NA,"Y","00"
"3282","203317","Ohlbrecht, Tim","Tim Ohlbrecht","0","2012","2012","tim_ohlbrecht","tim_ohlbrecht","0","","","","",NA,"Y","01"
"3283","1628400","Ojeleye, Semi","Semi Ojeleye","0","2017","2021","semi_ojeleye","semi_ojeleye","0","","","","",NA,"Y","00"
"3284","2731","Okafor, Emeka","Emeka Okafor","0","2004","2017","emeka_okafor","emeka_okafor","0","","","","",NA,"Y","01"
"3285","1626143","Okafor, Jahlil","Jahlil Okafor","0","2015","2020","jahlil_okafor","jahlil_okafor","0","","","","",NA,"Y","00"
"3286","1629643","Okeke, Chuma","Chuma Okeke","1","2020","2023","chuma_okeke","chuma_okeke","1610612753","Orlando","Magic","ORL","magic","magic","Y","11"
"3287","1629059","Okobo, Elie","Elie Okobo","0","2018","2019","elie_okobo","elie_okobo","0","","","","",NA,"Y","01"
"3288","1629006","Okogie, Josh","Josh Okogie","1","2018","2023","josh_okogie","josh_okogie","1610612756","Phoenix","Suns","PHX","suns","suns","Y","00"
"3289","1630168","Okongwu, Onyeka","Onyeka Okongwu","1","2020","2023","onyeka_okongwi","onyeka_okongwu","1610612737","Atlanta","Hawks","ATL","hawks","hawks","Y","00"
"3290","1630171","Okoro, Isaac","Isaac Okoro","1","2020","2023","isaac_okoro","isaac_okoro","1610612739","Cleveland","Cavaliers","CLE","cavaliers","cavaliers","Y","00"
"3291","1629644","Okpala, KZ","KZ Okpala","0","2019","2022","kz_okpala","kz_okpala","0","","","","",NA,"Y","11"
"3292","2246","Okur, Mehmet","Mehmet Okur","0","2002","2011","mehmet_okur","mehmet_okur","0","","","","",NA,"Y","00"
"3293","203506","Oladipo, Victor","Victor Oladipo","1","2013","2023","victor_oladipo","victor_oladipo","1610612748","Miami","Heat","MIA","heat","heat","Y","00"
"3294","165","Olajuwon, Hakeem","Hakeem Olajuwon","0","1984","2002","hakeem_olajuwon","hakeem_olajuwon","0","","","","",NA,"Y","00"
"3295","77756","Olberding, Mark","Mark Olberding","0","1976","1986","HISTADD_mark_olberding","mark_olberding","0","","","","",NA,"Y","00"
"3296","77757","Oldham, Jawann","Jawann Oldham","0","1980","1990","HISTADD_jawann_oldham","jawann_oldham","0","","","","",NA,"Y","00"
"3297","77758","Oldham, Johnny","Johnny Oldham","0","1949","1950","HISTADD_johnny_oldham","johnny_oldham","0","","","","",NA,"Y","00"
"3298","77759","Oleynick, Frank","Frank Oleynick","0","1975","1976","HISTADD_magic_oleynick","frank_oleynick","0","","","","",NA,"Y","00"
"3299","77760","Olive, John","John Olive","0","1978","1979","HISTADD_john_olive","john_olive","0","","","","",NA,"Y","00"
"3300","1680","Oliver, Brian","Brian Oliver","0","1990","1997","brian_oliver","brian_oliver","0","","","","",NA,"Y","00"
